Order ID,Order Date,Customer ID,Product Category,Quantity Sold,Region,Product Name, Unit Price , Total Sales ,Average Order Value
ORD-00250,3/12/2023,CUST-118,Apparel,8,South,Shirt, $204.70 ," $1,637.60 ", $204.70 
ORD-00251,11/15/2023,CUST-111,Furniture,7,West,Sofa, $517.93 ," $3,625.51 ", $517.93 
ORD-00252,4/19/2022,CUST-147,Electronics,2,South,Headphones, $733.21 ," $1,466.42 ", $733.21 
ORD-00253,7/3/2022,CUST-124,Toys,4,East,Puzzle, $27.46 , $109.84 , $27.46 
ORD-00254,1/3/2023,CUST-156,Apparel,1,North,Shirt, $159.73 , $159.73 , $159.73 
ORD-00255,7/17/2022,CUST-134,Apparel,9,West,Shoes, $106.51 , $958.59 , $106.51 
ORD-00256,1/6/2023,CUST-175,Apparel,3,North,Jacket, $235.06 , $705.18 , $235.06 
ORD-00257,1/8/2023,CUST-193,Electronics,3,West,Headphones, $899.33 ," $2,697.99 ", $899.33 
ORD-00258,5/12/2023,CUST-104,Books,9,South,Romance, $69.94 , $629.46 , $69.94 
ORD-00259,8/22/2023,CUST-197,Furniture,3,South,Chair, $899.42 ," $2,698.26 ", $899.42 
ORD-00260,7/20/2022,CUST-121,Electronics,8,East,Phone, $902.81 ," $7,222.48 ", $902.81 
ORD-00261,5/24/2023,CUST-176,Apparel,2,East,Jacket, $109.79 , $219.58 , $109.79 
ORD-00262,11/18/2022,CUST-156,Electronics,3,West,Headphones, $719.65 ," $2,158.95 ", $719.65 
ORD-00263,10/2/2022,CUST-146,Electronics,2,East,Headphones, $954.58 ," $1,909.16 ", $954.58 
ORD-00264,7/30/2022,CUST-153,Electronics,1,East,Phone, $581.07 , $581.07 , $581.07 
ORD-00265,5/19/2023,CUST-102,Books,2,East,Science Fiction, $105.09 , $210.18 , $105.09 
ORD-00266,4/28/2022,CUST-152,Toys,8,East,Doll, $78.00 , $624.00 , $78.00 
ORD-00267,12/4/2023,CUST-183,Furniture,9,South,Sofa, $805.32 ," $7,247.88 ", $805.32 
ORD-00268,7/8/2023,CUST-130,Books,2,East,Science Fiction, $55.21 , $110.42 , $55.21 
ORD-00269,2/11/2022,CUST-168,Books,7,South,Mystery, $60.38 , $422.66 , $60.38 
ORD-00270,11/11/2022,CUST-187,Toys,5,South,Doll, $23.65 , $118.25 , $23.65 
ORD-00271,11/25/2022,CUST-132,Books,3,North,Mystery, $14.39 , $43.17 , $14.39 
ORD-00272,1/17/2022,CUST-171,Electronics,9,South,Phone, $759.79 ," $6,838.11 ", $759.79 
ORD-00273,10/10/2022,CUST-187,Electronics,6,South,Headphones, $477.46 ," $2,864.76 ", $477.46 
ORD-00274,9/15/2022,CUST-149,Apparel,1,East,Shoes, $107.72 , $107.72 , $107.72 
ORD-00275,7/29/2023,CUST-183,Books,5,South,Mystery, $126.78 , $633.90 , $126.78 
ORD-00276,7/28/2023,CUST-115,Apparel,7,West,Jacket, $140.43 , $983.01 , $140.43 
ORD-00277,9/4/2023,CUST-175,Furniture,4,East,Table, $177.91 , $711.64 , $177.91 
ORD-00278,1/19/2022,CUST-176,Electronics,8,East,Phone, $676.13 ," $5,409.04 ", $676.13 
ORD-00279,6/13/2023,CUST-138,Furniture,5,East,Chair, $672.65 ," $3,363.25 ", $672.65 
ORD-00280,2/27/2023,CUST-188,Toys,9,North,Puzzle, $61.87 , $556.83 , $61.87 
ORD-00281,4/11/2023,CUST-145,Electronics,9,East,Phone, $315.82 ," $2,842.38 ", $315.82 
ORD-00282,1/8/2023,CUST-195,Furniture,9,South,Table, $912.62 ," $8,213.58 ", $912.62 
ORD-00283,3/22/2022,CUST-187,Toys,1,West,Doll, $92.73 , $92.73 , $92.73 
ORD-00284,7/5/2023,CUST-146,Furniture,2,East,Table, $399.77 , $799.54 , $399.77 
ORD-00285,7/2/2023,CUST-143,Toys,3,East,Puzzle, $82.12 , $246.36 , $82.12 
ORD-00286,2/28/2023,CUST-108,Toys,4,West,Car, $55.28 , $221.12 , $55.28 
ORD-00287,3/5/2023,CUST-186,Electronics,9,East,Phone, $218.73 ," $1,968.57 ", $218.73 
ORD-00288,1/23/2023,CUST-149,Apparel,6,North,Jacket, $115.23 , $691.38 , $115.23 
ORD-00289,12/10/2023,CUST-176,Toys,1,South,Doll, $12.15 , $12.15 , $12.15 
ORD-00290,11/1/2023,CUST-159,Toys,9,West,Car, $61.53 , $553.77 , $61.53 
ORD-00291,7/23/2022,CUST-195,Electronics,6,West,Phone, $308.44 ," $1,850.64 ", $308.44 
ORD-00292,7/15/2022,CUST-114,Apparel,4,North,Jacket, $234.32 , $937.28 , $234.32 
ORD-00293,12/29/2023,CUST-135,Books,4,South,Mystery, $10.81 , $43.24 , $10.81 
ORD-00294,10/12/2022,CUST-162,Books,3,North,Mystery, $36.81 , $110.43 , $36.81 
ORD-00295,7/15/2022,CUST-168,Apparel,7,South,Shirt, $37.35 , $261.45 , $37.35 
ORD-00296,11/3/2022,CUST-185,Furniture,3,North,Sofa, $687.67 ," $2,063.01 ", $687.67 
ORD-00297,10/26/2023,CUST-179,Electronics,2,East,Phone, $748.08 ," $1,496.16 ", $748.08 
ORD-00298,1/14/2022,CUST-140,Apparel,8,North,Jacket, $64.45 , $515.60 , $64.45 
ORD-00299,5/26/2022,CUST-173,Books,4,West,Mystery, $143.55 , $574.20 , $143.55 
ORD-00300,2/26/2022,CUST-123,Toys,8,West,Car, $83.19 , $665.52 , $83.19 
ORD-00301,12/24/2023,CUST-181,Books,1,West,Science Fiction, $140.74 , $140.74 , $140.74 
ORD-00302,7/29/2022,CUST-148,Toys,5,North,Car, $83.70 , $418.50 , $83.70 
ORD-00303,6/13/2023,CUST-117,Electronics,9,West,Headphones, $844.77 ," $7,602.93 ", $844.77 
ORD-00304,12/10/2022,CUST-106,Toys,1,West,Doll, $95.23 , $95.23 , $95.23 
ORD-00305,12/16/2023,CUST-103,Apparel,4,East,Jacket, $131.34 , $525.36 , $131.34 
ORD-00306,9/3/2023,CUST-189,Toys,6,East,Doll, $93.89 , $563.34 , $93.89 
ORD-00307,10/6/2022,CUST-168,Furniture,8,South,Chair, $169.63 ," $1,357.04 ", $169.63 
ORD-00308,7/28/2022,CUST-159,Apparel,3,South,Shoes, $233.88 , $701.64 , $233.88 
ORD-00309,10/3/2023,CUST-154,Electronics,5,South,Phone, $245.61 ," $1,228.05 ", $245.61 
ORD-00310,12/1/2022,CUST-115,Apparel,7,North,Jacket, $174.87 ," $1,224.09 ", $174.87 
ORD-00311,10/15/2022,CUST-198,Furniture,1,South,Chair, $406.23 , $406.23 , $406.23 
ORD-00312,9/9/2022,CUST-189,Electronics,7,North,Laptop, $917.12 ," $6,419.84 ", $917.12 
ORD-00313,9/22/2022,CUST-181,Books,8,North,Mystery, $121.47 , $971.76 , $121.47 
ORD-00314,9/28/2022,CUST-128,Furniture,8,South,Chair, $649.18 ," $5,193.44 ", $649.18 
ORD-00315,12/1/2023,CUST-122,Electronics,9,South,Headphones, $396.15 ," $3,565.35 ", $396.15 
ORD-00316,2/23/2023,CUST-113,Toys,6,North,Puzzle, $90.61 , $543.66 , $90.61 
ORD-00317,12/27/2023,CUST-178,Apparel,6,East,Shoes, $40.60 , $243.60 , $40.60 
ORD-00318,7/30/2022,CUST-148,Electronics,2,West,Laptop, $578.91 ," $1,157.82 ", $578.91 
ORD-00319,12/31/2022,CUST-132,Apparel,3,West,Shirt, $79.93 , $239.79 , $79.93 
ORD-00320,3/17/2022,CUST-124,Toys,4,West,Doll, $47.43 , $189.72 , $47.43 
ORD-00321,10/22/2023,CUST-120,Electronics,4,East,Headphones, $461.95 ," $1,847.80 ", $461.95 
ORD-00322,11/17/2022,CUST-116,Books,8,North,Romance, $72.77 , $582.16 , $72.77 
ORD-00323,12/26/2023,CUST-122,Furniture,1,South,Chair, $749.24 , $749.24 , $749.24 
ORD-00324,3/9/2023,CUST-156,Electronics,4,North,Laptop, $188.59 , $754.36 , $188.59 
ORD-00325,4/19/2022,CUST-180,Toys,4,North,Puzzle, $47.69 , $190.76 , $47.69 
ORD-00326,10/3/2023,CUST-157,Electronics,1,South,Laptop, $816.97 , $816.97 , $816.97 
ORD-00327,6/6/2023,CUST-113,Apparel,3,East,Shoes, $160.04 , $480.12 , $160.04 
ORD-00328,2/16/2022,CUST-192,Electronics,5,West,Headphones, $720.28 ," $3,601.40 ", $720.28 
ORD-00329,1/14/2023,CUST-119,Books,6,West,Romance, $107.37 , $644.22 , $107.37 
ORD-00330,4/6/2022,CUST-129,Electronics,9,North,Headphones, $561.63 ," $5,054.67 ", $561.63 
ORD-00331,4/13/2022,CUST-118,Furniture,9,East,Sofa, $274.89 ," $2,474.01 ", $274.89 
ORD-00332,5/26/2022,CUST-152,Electronics,9,West,Headphones, $539.79 ," $4,858.11 ", $539.79 
ORD-00333,1/27/2022,CUST-155,Apparel,1,East,Shoes, $74.46 , $74.46 , $74.46 
ORD-00334,6/14/2023,CUST-176,Electronics,9,South,Laptop, $376.58 ," $3,389.22 ", $376.58 
ORD-00335,11/10/2023,CUST-181,Books,8,North,Science Fiction, $44.80 , $358.40 , $44.80 
ORD-00336,3/23/2022,CUST-122,Toys,2,North,Car, $77.46 , $154.92 , $77.46 
ORD-00337,3/4/2023,CUST-161,Electronics,1,East,Headphones, $780.90 , $780.90 , $780.90 
ORD-00338,8/7/2023,CUST-132,Electronics,1,West,Laptop, $251.98 , $251.98 , $251.98 
ORD-00339,4/24/2023,CUST-117,Furniture,6,East,Sofa, $299.18 ," $1,795.08 ", $299.18 
ORD-00340,6/11/2022,CUST-172,Books,9,South,Science Fiction, $118.12 ," $1,063.08 ", $118.12 
ORD-00341,2/6/2023,CUST-132,Toys,7,West,Puzzle, $69.61 , $487.27 , $69.61 
ORD-00342,5/23/2023,CUST-131,Apparel,5,West,Jacket, $52.88 , $264.40 , $52.88 
ORD-00343,2/7/2022,CUST-160,Electronics,2,East,Phone, $140.23 , $280.46 , $140.23 
ORD-00344,5/26/2023,CUST-153,Toys,1,South,Puzzle, $58.26 , $58.26 , $58.26 
ORD-00345,1/28/2023,CUST-116,Apparel,2,West,Shirt, $45.04 , $90.08 , $45.04 
ORD-00346,12/14/2023,CUST-118,Books,1,North,Romance, $40.75 , $40.75 , $40.75 
ORD-00347,5/9/2023,CUST-190,Books,3,South,Mystery, $116.18 , $348.54 , $116.18 
ORD-00348,7/19/2022,CUST-169,Toys,6,West,Puzzle, $12.20 , $73.20 , $12.20 
ORD-00349,9/12/2022,CUST-198,Apparel,8,East,Shirt, $244.36 ," $1,954.88 ", $244.36 
ORD-00350,6/28/2022,CUST-133,Books,3,West,Mystery, $13.32 , $39.96 , $13.32 
ORD-00351,7/1/2023,CUST-183,Toys,9,North,Doll, $88.97 , $800.73 , $88.97 
ORD-00352,8/17/2023,CUST-124,Books,5,South,Romance, $125.54 , $627.70 , $125.54 
ORD-00353,1/24/2023,CUST-167,Books,7,West,Romance, $22.34 , $156.38 , $22.34 
ORD-00354,2/2/2023,CUST-173,Books,8,North,Romance, $127.73 ," $1,021.84 ", $127.73 
ORD-00355,6/7/2022,CUST-173,Furniture,3,West,Sofa, $629.79 ," $1,889.37 ", $629.79 
ORD-00356,1/4/2022,CUST-187,Apparel,2,West,Shoes, $160.36 , $320.72 , $160.36 
ORD-00357,6/16/2022,CUST-184,Toys,2,South,Doll, $53.13 , $106.26 , $53.13 
ORD-00358,4/13/2023,CUST-110,Toys,5,East,Doll, $48.93 , $244.65 , $48.93 
ORD-00359,2/13/2023,CUST-190,Apparel,1,East,Shirt, $145.62 , $145.62 , $145.62 
ORD-00360,2/16/2023,CUST-115,Apparel,2,North,Jacket, $170.44 , $340.88 , $170.44 
ORD-00361,7/23/2022,CUST-189,Apparel,9,North,Shirt, $220.17 ," $1,981.53 ", $220.17 
ORD-00362,7/13/2022,CUST-160,Apparel,7,North,Shoes, $139.88 , $979.16 , $139.88 
ORD-00363,8/23/2022,CUST-193,Electronics,6,South,Phone, $338.35 ," $2,030.10 ", $338.35 
ORD-00364,12/19/2023,CUST-179,Toys,9,East,Puzzle, $29.31 , $263.79 , $29.31 
ORD-00365,5/30/2022,CUST-106,Electronics,7,North,Headphones, $554.14 ," $3,878.98 ", $554.14 
ORD-00366,6/8/2022,CUST-115,Books,5,North,Mystery, $35.13 , $175.65 , $35.13 
ORD-00367,10/6/2022,CUST-198,Books,9,West,Romance, $79.09 , $711.81 , $79.09 
ORD-00368,2/8/2023,CUST-115,Toys,6,West,Doll, $20.48 , $122.88 , $20.48 
ORD-00369,11/9/2023,CUST-139,Books,6,North,Science Fiction, $47.62 , $285.72 , $47.62 
ORD-00370,11/7/2022,CUST-111,Apparel,4,West,Shirt, $93.97 , $375.88 , $93.97 
ORD-00371,3/9/2022,CUST-134,Electronics,1,West,Headphones, $598.95 , $598.95 , $598.95 
ORD-00372,4/8/2023,CUST-120,Apparel,5,West,Shoes, $143.26 , $716.30 , $143.26 
ORD-00373,3/29/2022,CUST-149,Books,9,South,Mystery, $79.02 , $711.18 , $79.02 
ORD-00374,8/5/2022,CUST-142,Electronics,8,North,Headphones, $432.53 ," $3,460.24 ", $432.53 
ORD-00375,1/1/2022,CUST-199,Apparel,8,North,Jacket, $95.40 , $763.20 , $95.40 
ORD-00376,5/15/2022,CUST-116,Toys,5,West,Doll, $62.92 , $314.60 , $62.92 
ORD-00377,11/28/2023,CUST-131,Apparel,9,South,Shoes, $247.40 ," $2,226.60 ", $247.40 
ORD-00378,12/17/2022,CUST-140,Books,3,West,Science Fiction, $35.53 , $106.59 , $35.53 
ORD-00379,5/20/2022,CUST-105,Electronics,3,South,Phone, $978.65 ," $2,935.95 ", $978.65 
ORD-00380,9/10/2023,CUST-187,Toys,1,North,Puzzle, $24.55 , $24.55 , $24.55 
ORD-00381,5/13/2022,CUST-126,Electronics,9,West,Laptop, $913.24 ," $8,219.16 ", $913.24 
ORD-00382,9/12/2023,CUST-119,Toys,6,North,Puzzle, $70.39 , $422.34 , $70.39 
ORD-00383,6/27/2022,CUST-124,Electronics,2,South,Phone, $496.64 , $993.28 , $496.64 
ORD-00384,12/24/2022,CUST-165,Books,8,East,Mystery, $29.29 , $234.32 , $29.29 
ORD-00385,1/15/2023,CUST-108,Toys,9,South,Car, $24.86 , $223.74 , $24.86 
ORD-00386,10/20/2023,CUST-191,Furniture,9,East,Sofa, $610.13 ," $5,491.17 ", $610.13 
ORD-00387,3/26/2023,CUST-152,Electronics,2,North,Laptop, $514.41 ," $1,028.82 ", $514.41 
ORD-00388,8/9/2023,CUST-160,Electronics,2,North,Phone, $894.90 ," $1,789.80 ", $894.90 
ORD-00389,4/8/2023,CUST-137,Apparel,7,West,Shirt, $192.82 ," $1,349.74 ", $192.82 
ORD-00390,4/18/2022,CUST-102,Toys,4,East,Doll, $28.61 , $114.44 , $28.61 
ORD-00391,5/2/2022,CUST-183,Furniture,1,South,Chair, $764.03 , $764.03 , $764.03 
ORD-00392,1/17/2022,CUST-169,Books,8,North,Mystery, $55.45 , $443.60 , $55.45 
ORD-00393,7/15/2022,CUST-196,Apparel,2,East,Shoes, $215.51 , $431.02 , $215.51 
ORD-00394,11/23/2022,CUST-154,Furniture,3,South,Chair, $380.00 ," $1,140.00 ", $380.00 
ORD-00395,11/14/2022,CUST-100,Toys,5,East,Puzzle, $82.29 , $411.45 , $82.29 
ORD-00396,4/24/2023,CUST-169,Furniture,3,South,Table, $124.25 , $372.75 , $124.25 
ORD-00397,9/9/2022,CUST-144,Electronics,7,South,Laptop, $561.38 ," $3,929.66 ", $561.38 
ORD-00398,5/18/2023,CUST-197,Electronics,7,South,Headphones, $246.22 ," $1,723.54 ", $246.22 
ORD-00399,4/29/2022,CUST-146,Apparel,2,South,Shoes, $174.82 , $349.64 , $174.82 
ORD-00400,11/5/2023,CUST-178,Toys,7,East,Puzzle, $15.67 , $109.69 , $15.67 
ORD-00401,12/11/2023,CUST-125,Toys,6,East,Car, $44.41 , $266.46 , $44.41 
ORD-00402,5/13/2023,CUST-113,Furniture,9,West,Chair, $811.74 ," $7,305.66 ", $811.74 
ORD-00403,5/1/2023,CUST-153,Apparel,9,East,Shoes, $203.34 ," $1,830.06 ", $203.34 
ORD-00404,2/14/2022,CUST-170,Toys,2,East,Doll, $59.65 , $119.30 , $59.65 
ORD-00405,11/10/2022,CUST-145,Electronics,7,West,Headphones, $272.40 ," $1,906.80 ", $272.40 
ORD-00406,6/28/2022,CUST-130,Furniture,5,East,Chair, $125.78 , $628.90 , $125.78 
ORD-00407,2/22/2023,CUST-187,Books,6,South,Science Fiction, $44.54 , $267.24 , $44.54 
ORD-00408,7/10/2023,CUST-158,Electronics,1,North,Headphones, $687.88 , $687.88 , $687.88 
ORD-00409,3/19/2022,CUST-194,Apparel,7,North,Jacket, $220.32 ," $1,542.24 ", $220.32 
ORD-00410,11/22/2022,CUST-128,Toys,6,West,Puzzle, $6.12 , $36.72 , $6.12 
ORD-00411,11/21/2023,CUST-195,Electronics,4,East,Headphones, $986.82 ," $3,947.28 ", $986.82 
ORD-00412,12/23/2022,CUST-116,Books,1,East,Science Fiction, $62.63 , $62.63 , $62.63 
ORD-00413,2/20/2023,CUST-113,Books,9,West,Romance, $16.59 , $149.31 , $16.59 
ORD-00414,5/30/2023,CUST-135,Apparel,4,North,Jacket, $229.00 , $916.00 , $229.00 
ORD-00415,8/2/2022,CUST-157,Electronics,2,South,Headphones, $697.66 ," $1,395.32 ", $697.66 
ORD-00416,3/15/2022,CUST-123,Furniture,8,East,Table, $571.14 ," $4,569.12 ", $571.14 
ORD-00417,7/17/2023,CUST-162,Electronics,2,West,Phone, $621.45 ," $1,242.90 ", $621.45 
ORD-00418,8/2/2023,CUST-190,Books,5,South,Science Fiction, $42.96 , $214.80 , $42.96 
ORD-00419,5/24/2023,CUST-124,Apparel,6,West,Jacket, $162.10 , $972.60 , $162.10 
ORD-00420,11/28/2022,CUST-158,Apparel,8,West,Jacket, $11.95 , $95.60 , $11.95 
ORD-00421,4/3/2022,CUST-131,Furniture,1,West,Chair, $562.10 , $562.10 , $562.10 
ORD-00422,11/19/2023,CUST-181,Apparel,1,North,Jacket, $15.42 , $15.42 , $15.42 
ORD-00423,10/19/2023,CUST-117,Apparel,4,North,Shoes, $53.29 , $213.16 , $53.29 
ORD-00424,6/3/2023,CUST-136,Apparel,5,West,Jacket, $144.37 , $721.85 , $144.37 
ORD-00425,9/26/2022,CUST-125,Apparel,9,East,Shirt, $84.91 , $764.19 , $84.91 
ORD-00426,1/11/2023,CUST-108,Apparel,7,South,Shirt, $107.72 , $754.04 , $107.72 
ORD-00427,1/4/2022,CUST-198,Books,7,East,Romance, $51.59 , $361.13 , $51.59 
ORD-00428,5/18/2022,CUST-163,Electronics,8,North,Phone, $636.37 ," $5,090.96 ", $636.37 
ORD-00429,8/19/2022,CUST-171,Toys,5,South,Car, $70.96 , $354.80 , $70.96 
ORD-00430,8/23/2023,CUST-119,Apparel,5,West,Shirt, $24.23 , $121.15 , $24.23 
ORD-00431,6/13/2023,CUST-153,Toys,1,East,Puzzle, $48.97 , $48.97 , $48.97 
ORD-00432,2/21/2022,CUST-185,Toys,9,East,Car, $65.29 , $587.61 , $65.29 
ORD-00433,10/8/2023,CUST-182,Books,6,West,Romance, $47.02 , $282.12 , $47.02 
ORD-00434,12/24/2023,CUST-129,Apparel,9,East,Shoes, $210.19 ," $1,891.71 ", $210.19 
ORD-00435,11/21/2022,CUST-152,Toys,3,North,Puzzle, $91.89 , $275.67 , $91.89 
ORD-00436,12/18/2023,CUST-191,Apparel,5,West,Jacket, $157.86 , $789.30 , $157.86 
ORD-00437,12/24/2023,CUST-198,Furniture,2,East,Sofa, $984.00 ," $1,968.00 ", $984.00 
ORD-00438,10/4/2022,CUST-162,Furniture,5,West,Sofa, $787.55 ," $3,937.75 ", $787.55 
ORD-00439,6/20/2023,CUST-110,Furniture,8,South,Chair, $641.82 ," $5,134.56 ", $641.82 
ORD-00440,5/1/2023,CUST-130,Toys,2,West,Doll, $10.59 , $21.18 , $10.59 
ORD-00441,5/31/2023,CUST-148,Furniture,8,East,Sofa, $830.92 ," $6,647.36 ", $830.92 
ORD-00442,6/1/2022,CUST-199,Books,4,North,Science Fiction, $59.59 , $238.36 , $59.59 
ORD-00443,4/28/2023,CUST-193,Books,1,West,Mystery, $50.69 , $50.69 , $50.69 
ORD-00444,9/16/2022,CUST-186,Toys,5,West,Car, $29.73 , $148.65 , $29.73 
ORD-00445,11/20/2022,CUST-118,Apparel,1,East,Shoes, $184.14 , $184.14 , $184.14 
ORD-00446,6/17/2022,CUST-111,Electronics,7,North,Laptop, $233.66 ," $1,635.62 ", $233.66 
ORD-00447,11/19/2023,CUST-114,Apparel,8,North,Shoes, $102.60 , $820.80 , $102.60 
ORD-00448,11/6/2022,CUST-130,Apparel,3,South,Jacket, $67.00 , $201.00 , $67.00 
ORD-00449,4/24/2023,CUST-142,Apparel,3,South,Jacket, $243.32 , $729.96 , $243.32 
ORD-00450,2/25/2022,CUST-136,Apparel,7,East,Shirt, $20.70 , $144.90 , $20.70 
ORD-00451,9/12/2023,CUST-178,Electronics,4,North,Phone, $605.81 ," $2,423.24 ", $605.81 
ORD-00452,4/18/2023,CUST-128,Furniture,3,North,Table, $356.71 ," $1,070.13 ", $356.71 
ORD-00453,10/23/2022,CUST-125,Apparel,8,South,Shirt, $117.65 , $941.20 , $117.65 
ORD-00454,4/6/2023,CUST-101,Books,3,South,Romance, $30.49 , $91.47 , $30.49 
ORD-00455,11/20/2022,CUST-183,Toys,7,East,Puzzle, $38.37 , $268.59 , $38.37 
ORD-00456,5/21/2022,CUST-114,Toys,2,North,Car, $29.09 , $58.18 , $29.09 
ORD-00457,10/29/2023,CUST-103,Books,1,West,Mystery, $125.53 , $125.53 , $125.53 
ORD-00458,9/19/2022,CUST-185,Apparel,6,South,Jacket, $169.16 ," $1,014.96 ", $169.16 
ORD-00459,2/24/2023,CUST-149,Electronics,8,East,Headphones, $168.19 ," $1,345.52 ", $168.19 
ORD-00460,8/29/2022,CUST-137,Furniture,1,North,Table, $68.68 , $68.68 , $68.68 
ORD-00461,12/21/2022,CUST-122,Toys,9,North,Car, $46.98 , $422.82 , $46.98 
ORD-00462,8/12/2023,CUST-158,Furniture,3,South,Table, $821.71 ," $2,465.13 ", $821.71 
ORD-00463,6/29/2022,CUST-189,Electronics,3,East,Phone, $743.29 ," $2,229.87 ", $743.29 
ORD-00464,3/7/2022,CUST-174,Toys,4,West,Car, $90.47 , $361.88 , $90.47 
ORD-00465,12/14/2022,CUST-127,Furniture,1,South,Sofa, $842.71 , $842.71 , $842.71 
ORD-00466,6/20/2022,CUST-165,Electronics,9,East,Laptop, $751.86 ," $6,766.74 ", $751.86 
ORD-00467,4/19/2023,CUST-107,Furniture,3,North,Table, $210.10 , $630.30 , $210.10 
ORD-00468,6/18/2023,CUST-128,Apparel,4,West,Shoes, $152.53 , $610.12 , $152.53 
ORD-00469,1/2/2023,CUST-110,Electronics,1,East,Phone, $979.99 , $979.99 , $979.99 
ORD-00470,4/17/2022,CUST-117,Furniture,4,West,Chair, $123.87 , $495.48 , $123.87 
ORD-00471,3/15/2023,CUST-154,Apparel,1,East,Shoes, $35.43 , $35.43 , $35.43 
ORD-00472,8/15/2022,CUST-149,Apparel,5,East,Jacket, $171.04 , $855.20 , $171.04 
ORD-00473,3/20/2023,CUST-113,Electronics,5,East,Laptop, $107.00 , $535.00 , $107.00 
ORD-00474,3/18/2023,CUST-173,Books,7,East,Science Fiction, $24.89 , $174.23 , $24.89 
ORD-00475,1/31/2023,CUST-198,Toys,8,West,Puzzle, $5.53 , $44.24 , $5.53 
ORD-00476,12/29/2023,CUST-108,Electronics,4,South,Headphones, $488.91 ," $1,955.64 ", $488.91 
ORD-00477,8/4/2023,CUST-198,Apparel,7,West,Shirt, $97.20 , $680.40 , $97.20 
ORD-00478,3/25/2022,CUST-110,Apparel,4,East,Jacket, $81.06 , $324.24 , $81.06 
ORD-00479,9/7/2023,CUST-162,Electronics,3,West,Headphones, $413.28 ," $1,239.84 ", $413.28 
ORD-00480,7/5/2023,CUST-175,Books,6,West,Romance, $126.48 , $758.88 , $126.48 
ORD-00481,1/13/2022,CUST-166,Toys,4,West,Doll, $48.64 , $194.56 , $48.64 
ORD-00482,11/24/2023,CUST-152,Furniture,3,East,Chair, $249.08 , $747.24 , $249.08 
ORD-00483,5/8/2023,CUST-138,Electronics,9,West,Headphones, $959.46 ," $8,635.14 ", $959.46 
ORD-00484,9/25/2022,CUST-177,Toys,5,North,Car, $62.87 , $314.35 , $62.87 
ORD-00485,6/9/2023,CUST-155,Toys,7,East,Puzzle, $74.19 , $519.33 , $74.19 
ORD-00486,4/30/2022,CUST-127,Apparel,6,West,Shoes, $232.97 ," $1,397.82 ", $232.97 
ORD-00487,12/19/2022,CUST-174,Furniture,5,North,Sofa, $951.62 ," $4,758.10 ", $951.62 
ORD-00488,2/26/2022,CUST-138,Electronics,7,West,Headphones, $179.58 ," $1,257.06 ", $179.58 
ORD-00489,2/9/2022,CUST-124,Apparel,6,South,Shoes, $19.46 , $116.76 , $19.46 
ORD-00490,12/2/2022,CUST-120,Apparel,2,West,Jacket, $48.47 , $96.94 , $48.47 
ORD-00491,10/2/2023,CUST-109,Books,3,West,Science Fiction, $144.20 , $432.60 , $144.20 
ORD-00492,6/22/2022,CUST-142,Toys,2,South,Puzzle, $33.64 , $67.28 , $33.64 
ORD-00493,7/1/2023,CUST-114,Electronics,3,East,Phone, $660.77 ," $1,982.31 ", $660.77 
ORD-00494,9/16/2022,CUST-182,Electronics,1,South,Headphones, $318.43 , $318.43 , $318.43 
ORD-00495,6/1/2023,CUST-147,Electronics,8,East,Phone, $747.57 ," $5,980.56 ", $747.57 
ORD-00496,6/7/2023,CUST-185,Apparel,6,South,Shirt, $62.19 , $373.14 , $62.19 
ORD-00497,4/27/2022,CUST-120,Books,2,West,Romance, $78.69 , $157.38 , $78.69 
ORD-00498,7/3/2022,CUST-159,Furniture,8,West,Chair, $941.21 ," $7,529.68 ", $941.21 
ORD-00499,4/26/2022,CUST-195,Apparel,6,East,Jacket, $78.31 , $469.86 , $78.31 
